"Region","Year","Month","Corbicula_cpue","Potamocorbula_cpue"
"South",2012,11,276.442307692308,0
"South",2012,12,288.461538461538,0
"South",2013,1,264.423076923077,0
"South",2013,2,204.326923076923,0
"South",2013,3,100.961538461538,0
"South",2013,4,324.519230769231,0
"South",2013,5,632.211538461538,0
"South",2013,6,322.115384615385,0
"South",2013,7,394.230769230769,0
"South",2013,8,1939.90384615385,0
"South",2013,9,264.423076923077,0
"South",2013,10,298.076923076923,0
"South",2013,11,932.692307692308,0
"South",2013,12,115.384615384615,0
"South",2014,1,103.365384615385,0
"South",2014,2,189.903846153846,0
"South",2014,3,1353.36538461538,0
"South",2014,4,500,0
"South",2014,5,358.173076923077,0
"South",2014,6,132.211538461538,0
"South",2014,7,757.211538461539,0
"South",2014,8,699.519230769231,0
"South",2014,9,1625,0
"South",2014,10,968.75,0
"South",2014,11,401.442307692308,0
"South",2014,12,444.711538461539,0
"South",2015,1,370.192307692308,0
"South",2015,2,305.288461538462,0
"South",2015,3,225.961538461538,0
"South",2015,4,656.25,0
"South",2015,5,1028.84615384615,0
"South",2015,6,500,0
"South",2015,7,360.576923076923,0
"South",2015,8,2009.61538461538,0
"South",2015,9,149.038461538462,0
"South",2015,10,43.2692307692308,2.40384615384615
"South",2015,11,52.8846153846154,0
"South",2015,12,50.4807692307692,0
"South",2016,1,846.153846153846,0
"South",2016,2,129.807692307692,0
"South",2016,3,98.5576923076923,0
"South",2016,4,38.4615384615385,0
"South",2016,5,194.711538461538,0
"South",2016,6,235.576923076923,0
"South",2016,7,923.076923076923,0
"South",2016,8,283.653846153846,2.40384615384615
"South",2016,9,127.403846153846,0
"South",2016,10,319.711538461538,0
"South",2016,11,1300.48076923077,0
"South",2016,12,379.807692307692,0
"South",2017,1,146.634615384615,0
"South",2017,2,533.653846153846,0
"South",2017,3,93.75,0
"South",2017,4,264.423076923077,0
"South",2017,5,680.288461538462,0
"South",2017,6,1490.38461538462,0
"South",2017,7,69.7115384615385,0
"South",2017,8,329.326923076923,0
"South",2017,9,716.346153846154,0
"South",2017,10,975.961538461538,0
"South",2017,11,163.461538461538,0
"South",2017,12,478.365384615385,0
"South",2018,1,115.384615384615,0
"South",2018,2,406.25,0
"South",2018,3,170.673076923077,0
"South",2018,4,324.519230769231,0
"South",2018,5,411.057692307692,0
"South",2018,6,48.0769230769231,0
"South",2018,7,52.8846153846154,0
"South",2018,8,43.2692307692308,0
"South",2018,9,141.826923076923,0
"South",2018,10,576.923076923077,0
"South",2018,11,209.134615384615,0
"South",2018,12,262.019230769231,0
"South",2019,1,105.769230769231,0
"South",2019,2,79.3269230769231,0
"South",2019,3,173.076923076923,0
"South",2019,4,201.923076923077,0
"South",2019,5,401.442307692308,0
"South",2019,6,134.615384615385,0
"South",2019,7,379.807692307692,0
"South",2019,8,225.961538461538,0
"South",2019,9,127.403846153846,0
"South",2019,10,144.230769230769,0
"South",2019,11,492.788461538462,0
"South",2019,12,449.519230769231,0
"South",2020,1,278.846153846154,0
"South",2020,2,225.961538461538,0
"South",2020,3,723.557692307692,2.40384615384615
"South",2020,6,1899.03846153846,0
"South",2020,7,1067.30769230769,0
"South",2020,8,1997.59615384615,0
"South",2020,9,1072.11538461538,0
"South",2020,10,76.9230769230769,0
"South",2020,11,52.8846153846154,0
"West",1997,1,2.40384615384615,1100.96153846154
"West",1997,2,0,838.942307692308
"West",1997,3,0,718.75
"West",1997,4,0,449.519230769231
"West",1997,5,0,1490.38461538462
"West",1997,6,0,2117.78846153846
"West",1997,7,0,1685.09615384615
"West",1997,8,0,817.307692307692
"West",1997,9,0,2038.46153846154
"West",1997,10,0,2209.13461538462
"West",1997,11,0,2098.55769230769
"West",1997,12,278.846153846154,1705.92948717949
"West",1998,1,0,1187.5
"West",1998,2,0,805.288461538462
"West",1998,3,0,471.153846153846
"West",1998,4,0,454.326923076923
"West",1998,5,2.40384615384615,536.057692307692
"West",1998,6,9.61538461538461,480.769230769231
"West",1998,7,0,663.461538461539
"West",1998,8,12.0192307692308,673.076923076923
"West",1998,9,7.21153846153846,634.615384615385
"West",1998,10,2.40384615384615,473.557692307692
"West",1998,11,2.40384615384615,490.384615384615
"West",1998,12,2.40384615384615,1060.09615384615
"West",1999,1,0,1189.90384615385
"West",1999,2,0,992.788461538462
"West",1999,3,2.40384615384615,598.557692307692
"West",1999,4,0,1161.05769230769
"West",1999,5,0,834.134615384615
"West",1999,6,0,538.461538461538
"West",1999,7,7.21153846153846,1250
"West",1999,8,0,3543.26923076923
"West",1999,9,2.40384615384615,3497.59615384615
"West",1999,10,0,6302.88461538462
"West",1999,11,0,5012.01923076923
"West",1999,12,0,6343.75
"West",2000,1,2.40384615384615,11512.0192307692
"West",2000,2,0,3716.34615384615
"West",2000,3,0,1865.38461538462
"West",2000,4,0,3341.34615384615
"West",2000,5,0,2740.38461538462
"West",2000,6,0,3973.55769230769
"West",2000,7,0,2336.53846153846
"West",2000,8,0,3694.71153846154
"West",2000,9,0,2153.84615384615
"West",2000,10,0,4442.30769230769
"West",2000,11,0,7560.09615384615
"West",2000,12,0,9283.65384615385
"West",2001,1,0,8252.40384615385
"West",2001,2,0,7853.36538461538
"West",2001,3,0,3252.40384615385
"West",2001,4,0,1661.05769230769
"West",2001,5,0,2149.03846153846
"West",2001,6,0,5975.96153846154
"West",2001,7,0,6430.28846153846
"West",2001,8,0,7218.75
"West",2001,9,0,5884.61538461538
"West",2001,10,0,8639.42307692308
"West",2001,11,4.80769230769231,3836.53846153846
"West",2001,12,0,5459.13461538462
"West",2002,1,0,2656.25
"West",2002,2,0,1170.67307692308
"West",2002,3,0,1266.82692307692
"West",2002,4,0,1947.11538461538
"West",2002,5,0,6278.84615384615
"West",2002,6,0,8122.59615384615
"West",2002,7,0,6086.53846153846
"West",2002,8,0,5026.44230769231
"West",2002,9,0,6487.98076923077
"West",2002,10,0,5680.28846153846
"West",2002,11,0,4485.57692307692
"West",2002,12,0,4838.94230769231
"West",2003,1,0,2858.17307692308
"West",2003,2,0,1735.57692307692
"West",2003,3,163.461538461538,918.269230769231
"West",2003,4,0,1795.67307692308
"West",2003,5,0,3973.55769230769
"West",2003,6,0,7951.92307692308
"West",2003,7,0,3697.11538461538
"West",2003,8,0,4209.13461538462
"West",2003,9,0,6403.84615384615
"West",2003,10,0,9742.78846153846
"West",2004,1,0,8966.34615384615
"West",2004,4,91.3461538461539,2504.80769230769
"West",2004,7,0,6980.76923076923
"West",2004,10,0,5350.96153846154
"West",2005,1,0,5771.63461538462
"West",2005,4,0,2031.25
"West",2005,7,0,3365.38461538462
"West",2005,10,0,7401.44230769231
"West",2005,11,0,7781.25
"West",2005,12,2.40384615384615,9677.88461538462
"West",2006,1,2.40384615384615,2610.57692307692
"West",2006,2,0,3127.40384615385
"West",2006,3,0,901.442307692308
"West",2006,4,0,310.096153846154
"West",2006,5,0,716.346153846154
"West",2006,6,2.40384615384615,355.769230769231
"West",2006,7,0,334.134615384615
"West",2006,8,4.80769230769231,8492.78846153846
"West",2006,9,0,14459.1346153846
"West",2006,10,2.40384615384615,11132.2115384615
"West",2006,11,0,13437.5
"West",2006,12,2.40384615384615,20293.2692307692
"West",2007,1,2.40384615384615,9812.5
"West",2007,2,0,6197.11538461538
"West",2007,3,2.40384615384615,5302.88461538462
"West",2007,4,0,5028.84615384615
"West",2007,5,0,6406.25
"West",2007,6,0,5050.48076923077
"West",2007,7,0,8060.09615384615
"West",2007,8,0,7170.67307692308
"West",2007,9,0,6519.23076923077
"West",2007,10,0,4704.32692307692
"West",2007,11,0,6894.23076923077
"West",2007,12,0,3146.63461538462
"West",2008,1,0,2108.17307692308
"West",2008,2,0,5252.40384615385
"West",2008,3,0,1052.88461538462
"West",2008,4,0,908.653846153846
"West",2008,5,0,5144.23076923077
"West",2008,6,0,13829.3269230769
"West",2008,7,0,14399.0384615385
"West",2008,8,0,16483.1730769231
"West",2008,9,0,15754.8076923077
"West",2008,10,0,21781.25
"West",2008,11,0,12000
"West",2008,12,0,12016.8269230769
"West",2009,1,0,8519.23076923077
"West",2009,2,0,4329.32692307692
"West",2009,3,0,3331.73076923077
"West",2009,4,0,3795.67307692308
"West",2009,5,0,2447.11538461538
"West",2009,6,0,14237.9807692308
"West",2009,7,0,14567.3076923077
"West",2009,8,0,20814.9038461538
"West",2009,9,0,22983.1730769231
"West",2009,10,0,17134.6153846154
"West",2009,11,591.346153846154,6574.51923076923
"West",2009,12,0,8439.90384615385
"West",2010,1,0,3557.69230769231
"West",2010,2,0,2052.88461538462
"West",2010,3,0,2689.90384615385
"West",2010,4,0,3449.51923076923
"West",2010,5,0,5959.13461538462
"West",2010,6,0,6055.28846153846
"West",2010,7,0,8504.80769230769
"West",2010,8,0,6855.76923076923
"West",2010,9,0,8762.01923076923
"West",2010,10,0,9286.05769230769
"West",2010,11,2.40384615384615,8581.73076923077
"West",2010,12,0,2490.38461538462
"West",2011,1,0,2233.17307692308
"West",2011,2,2.40384615384615,3370.19230769231
"West",2011,3,0,3858.17307692308
"West",2011,4,0,2807.69230769231
"West",2011,5,0,1543.26923076923
"West",2011,6,0,646.634615384615
"West",2011,7,4.80769230769231,1110.57692307692
"West",2011,8,2.40384615384615,788.461538461539
"West",2011,9,7.21153846153846,3713.94230769231
"West",2011,10,4.80769230769231,4923.07692307692
"West",2011,11,0,6341.34615384615
"West",2011,12,2.40384615384615,5415.86538461538
"West",2012,1,0,4973.55769230769
"West",2012,2,4.80769230769231,6257.21153846154
"West",2012,3,2.40384615384615,10954.3269230769
"West",2012,4,4.80769230769231,4576.92307692308
"West",2012,5,0,5665.86538461538
"West",2012,6,0,6451.92307692308
"West",2012,7,2.40384615384615,5634.61538461538
"West",2012,8,0,5262.01923076923
"West",2012,9,0,4665.86538461538
"West",2012,10,0,4110.57692307692
"West",2012,11,0,2598.55769230769
"West",2012,12,0,3831.73076923077
"West",2013,1,0,1824.51923076923
"West",2013,2,0,1045.67307692308
"West",2013,3,0,1579.32692307692
"West",2013,4,0,1576.92307692308
"West",2013,5,0,12538.4615384615
"West",2013,6,0,12105.7692307692
"West",2013,7,0,12747.5961538462
"West",2013,8,0,8908.65384615385
"West",2013,9,0,18004.8076923077
"West",2013,10,0,18540.8653846154
"West",2013,11,0,11990.3846153846
"West",2013,12,0,6358.17307692308
"West",2014,1,0,4372.59615384615
"West",2014,2,0,2543.26923076923
"West",2014,3,0,3574.51923076923
"West",2014,4,0,11137.0192307692
"West",2014,5,0,11634.6153846154
"West",2014,6,0,17298.0769230769
"West",2014,7,0,16329.3269230769
"West",2014,8,0,17072.1153846154
"West",2014,9,0,19610.5769230769
"West",2014,10,0,13262.0192307692
"West",2014,11,0,9201.92307692308
"West",2014,12,0,7177.88461538462
"West",2015,1,0,3860.57692307692
"West",2015,2,0,2947.11538461538
"West",2015,3,0,3978.36538461538
"West",2015,4,0,3326.92307692308
"West",2015,5,0,7536.05769230769
"West",2015,6,0,13807.6923076923
"West",2015,7,0,18891.8269230769
"West",2015,8,0,15769.2307692308
"West",2015,9,0,9954.32692307692
"West",2015,10,0,12588.9423076923
"West",2015,11,0,5677.88461538462
"West",2015,12,0,8834.13461538462
"West",2016,1,0,5572.11538461538
"West",2016,2,0,3028.84615384615
"West",2016,3,0,2574.51923076923
"West",2016,4,0,1233.17307692308
"West",2016,5,0,2120.19230769231
"West",2016,6,0,4971.15384615385
"West",2016,7,0,6396.63461538462
"West",2016,8,0,9685.09615384615
"West",2016,9,0,7358.17307692308
"West",2016,10,0,7442.30769230769
"West",2016,11,0,9252.40384615385
"West",2016,12,0,8153.84615384615
"West",2017,1,0,2555.28846153846
"West",2017,2,0,1435.09615384615
"West",2017,3,0,507.211538461538
"West",2017,4,0,346.153846153846
"West",2017,5,2.40384615384615,259.615384615385
"West",2017,6,0,175.480769230769
"West",2017,7,7.21153846153846,134.615384615385
"West",2017,8,9.61538461538461,4509.61538461538
"West",2017,9,9.61538461538461,11072.1153846154
"West",2017,10,16.8269230769231,8834.13461538462
"West",2017,11,12.0192307692308,8254.80769230769
"West",2017,12,7.21153846153846,15550.4807692308
"West",2018,1,0,18538.4615384615
"West",2018,2,0,16064.9038461538
"West",2018,3,4.80769230769231,11663.4615384615
"West",2018,4,0,10711.5384615385
"West",2018,5,0,6814.90384615385
"West",2018,6,2.40384615384615,7288.46153846154
"West",2018,7,0,11896.6346153846
"West",2018,8,0,5894.23076923077
"West",2018,9,0,7591.34615384615
"West",2018,10,0,8259.61538461538
"West",2018,11,2.40384615384615,6100.96153846154
"West",2018,12,0,10197.1153846154
"West",2019,1,0,5259.61538461538
"West",2019,2,0,4586.53846153846
"West",2019,3,0,1730.76923076923
"West",2019,4,0,1122.59615384615
"West",2019,5,0,1343.75
"West",2019,6,0,2350.96153846154
"West",2019,7,0,2586.53846153846
"West",2019,8,0,8225.96153846154
"West",2019,9,0,14764.4230769231
"West",2019,10,2.40384615384615,12115.3846153846
"West",2019,11,0,19084.1346153846
"West",2019,12,2.40384615384615,14786.0576923077
"West",2020,1,0,25901.4423076923
"West",2020,2,4.80769230769231,15242.7884615385
"West",2020,3,0,14848.5576923077
"West",2020,6,2.40384615384615,11634.6153846154
"West",2020,7,0,10290.8653846154
"West",2020,8,4.80769230769231,10812.5
"West",2020,9,0,12697.1153846154
"West",2020,10,2.40384615384615,12432.6923076923
"West",2020,11,0,12555.2884615385
