Month,Year,Region,Chlorophyll,DIN,DissAmmonia,DissNitrateNitrite,DissOrthophos,Secchi,Temperature
11,2007,Far West,1.92,0.47,0.07999999999999999,0.39,0.06,130.00000000000006,15.25
11,2008,Far West,1.85,0.45999999999999996,0.1,0.36,0.07000000000000002,76,15.14
11,2009,Far West,2.29,0.3999999999999999,0.1,0.29999999999999993,0.07000000000000002,90.00000000000001,15.549999999999995
11,2010,Far West,2.52,0.39,0.1,0.29,0.06,139.99999999999991,15.25
11,2011,Far West,1.95,0.35,0.1,0.25,0.07000000000000002,100,13.36
11,2012,Far West,1.74,0.38999999999999996,0.11,0.27999999999999997,0.07000000000000002,139.99999999999991,16.11
11,2013,Far West,1.87,0.48,0.11,0.37,0.08999999999999998,116,14.510000000000003
11,2014,Far West,1.93,0.37,0.04999999999999999,0.32,0.07999999999999999,100,16.03
11,2015,Far West,1.52,0.33,0.06,0.27,0.07999999999999999,167.99999999999997,17.229999999999997
11,2016,Far West,2.01,0.39,0.07999999999999999,0.31,0.08999999999999998,200.00000000000009,16.87
11,2017,Far West,1.08,0.44,0.11999999999999998,0.32,0.08999999999999998,132,14.439999999999998
11,2018,Far West,1.79,0.499,0.087,0.412,0.082,92,12.98
11,2019,Far West,2.11,0.27758147628936747,0.11,0.16758147628936748,0.077,155.99999999999994,13.979999999999997
11,2020,Far West,2.46,0.275,0.08999999999999998,0.18500000000000005,0.076,83.99999999999999,14.249999999999998
12,1995,Far West,0.51,0.47,0.11999999999999998,0.35,0.08999999999999998,56.00000000000001,14.010000000000002
12,1996,Far West,0.51,0.4700000000000001,0.13000000000000003,0.34,0.06,76,11.599999999999998
12,1997,Far West,0.79,0.47,0.17000000000000004,0.29999999999999993,0.08999999999999998,60.000000000000014,13.199999999999998
12,1998,Far West,1.9,0.3999999999999999,0.1,0.29999999999999993,0.06,80,11.419999999999998
12,1999,Far West,1.98,0.46,0.11999999999999998,0.34,0.07999999999999999,56.00000000000001,11.760000000000002
12,2000,Far West,1.73,0.44000000000000006,0.17000000000000004,0.27,0.07999999999999999,76,11.249999999999998
12,2001,Far West,1.27,0.52,0.17999999999999997,0.34,0.1,37.99999999999999,12.27
12,2002,Far West,2,0.35,0.08999999999999998,0.26,0.07000000000000002,130.00000000000006,13.330000000000002
12,2003,Far West,1.63,0.5,0.14,0.36,0.08999999999999998,88,11.689999999999998
12,2004,Far West,0.38,0.45,0.11999999999999998,0.33,0.07000000000000002,123.99999999999994,11.910000000000002
12,2005,Far West,4.2,0.6000000000000001,0.17000000000000004,0.43,0.07999999999999999,85.99999999999999,12.220000000000002
12,2006,Far West,1.51,0.5,0.11,0.39,0.04999999999999999,80,12.610000000000005
12,2007,Far West,2.13,0.51,0.1,0.41,0.06,120.00000000000006,11.37
12,2008,Far West,2.18,0.48,0.1,0.38,0.07999999999999999,114.00000000000004,12.729999999999997
12,2009,Far West,2.24,0.47,0.11,0.36,0.06,72,10.52
12,2010,Far West,2.31,0.49,0.13000000000000003,0.36,0.06,96,11.910000000000002
12,2011,Far West,1.6,0.37,0.11999999999999998,0.25,0.07000000000000002,111.99999999999994,11.12
12,2012,Far West,1.98,0.36,0.07999999999999999,0.27999999999999997,0.04999999999999999,92,13.999999999999998
12,2013,Far West,1.86,0.39,0.1,0.29,0.06,100,10.07
12,2014,Far West,1.43,0.51,0.1,0.41,0.08999999999999998,100,14.189999999999998
12,2015,Far West,2.16,0.32999999999999996,0.04000000000000001,0.29,0.07999999999999999,155.99999999999994,12.420000000000002
12,2016,Far West,1.36,0.42,0.08999999999999998,0.33,0.07999999999999999,83.99999999999999,12.250000000000002
12,2017,Far West,2.02,0.46,0.11999999999999998,0.34,0.07999999999999999,123.99999999999994,11.93
12,2018,Far West,2.14,0.40099999999999997,0.105,0.296,0.073,135.99999999999997,13.11
12,2019,Far West,1.77,0.2700000000000001,0.20000000000000004,0.07000000000000002,0.076,100,12.470000000000002
12,2020,Far West,NA,NA,NA,NA,NA,NA,NA
1,1995,North,0.91,0.38,0.04000000000000001,0.34,0.04999999999999999,20,11.15
1,1996,North,0.86,0.45,0.06,0.39,0.04000000000000001,24.000000000000007,9.76
1,1997,North,1.3146877657421028,0.24000000000000005,0.04000000000000001,0.20000000000000004,0.02999999999999999,24.000000000000007,9.06
1,1998,North,0.31,0.465,0.00499999999999999,0.46,0.07000000000000002,39.99999999999999,8.67
1,1999,North,1.7,0.48,0.13000000000000003,0.35,0.04999999999999999,72,7.390000000000001
1,2000,North,1.23,0.54,0.16,0.38,0.06,56.00000000000001,10.31
1,2001,North,0.92,0.5900000000000001,0.19,0.4,0.07000000000000002,58.00000000000001,10.32
1,2002,North,1.07,0.44,0.11999999999999998,0.32,0.07999999999999999,17.999999999999996,11.400000000000004
1,2003,North,0.74,0.42999999999999994,0.13000000000000003,0.29999999999999993,0.06,36,10.98
1,2004,North,1.54,0.48,0.11,0.37,0.06,36,10.47
1,2005,North,0.66,0.53,0.08999999999999998,0.44,0.06,29.999999999999996,8.39
1,2006,North,3.07,0.31000000000000005,0.04000000000000001,0.27,0.04000000000000001,29.999999999999996,9.62
1,2007,North,0.77,0.7353727160690593,0.20000000000000004,0.5353727160690592,0.04000000000000001,56.00000000000001,7.4
1,2008,North,1.26,0.9457173989769894,0.19,0.7557173989769894,0.11999999999999998,24.000000000000007,8.79
1,2009,North,1.77,0.8571715369020296,0.23000000000000004,0.6271715369020295,0.08999999999999998,49.999999999999986,9.05
1,2010,North,1.15,0.7279986705133822,0.21,0.5179986705133822,0.07000000000000002,60.000000000000014,9.25
1,2011,North,0.88,0.36999999999999994,0.08999999999999998,0.27999999999999997,0.04000000000000001,51.999999999999986,8.51
1,2012,North,0.85,0.68,0.20000000000000004,0.48,0.06,72,8.95
1,2013,North,1.03,0.58,0.15,0.43,0.06,60.000000000000014,7.500000000000001
1,2014,North,1.08,1.015227048457669,0.27,0.7452270484576691,0.07000000000000002,56.00000000000001,9.38
1,2015,North,0.45,0.7419722946563353,0.16,0.5819722946563353,0.07999999999999999,49.999999999999986,10.07
1,2016,North,1.55,0.7846744322909143,0.21,0.5746744322909143,0.07999999999999999,60.000000000000014,8.98
1,2017,North,1.92,0.37,0.11,0.26,0.04999999999999999,32,8.82
1,2018,North,0.94,0.6799999999999999,0.21,0.4699999999999999,0.07000000000000002,72,9.94
1,2019,North,1.11,0.779665913937855,0.25299999999999995,0.5266659139378551,0.07400000000000001,56.00000000000001,9.04
1,2020,North,1.35,0.4224686695657872,0.15,0.2724686695657872,0.06500000000000002,39.99999999999999,9.44
2,1995,North,1.37,0.34,0.02,0.32,0.04999999999999999,21.999999999999996,11.760000000000002
2,1996,North,0.82,0.29000000000000004,0.04000000000000001,0.25,0.04000000000000001,32,12.56
2,1997,North,1.82,0.39,0.04999999999999999,0.34,0.02999999999999999,32,11.56
2,1998,North,0.7046612220095868,0.32999999999999996,0.04999999999999999,0.27999999999999997,0.04000000000000001,15,10.86
2,1999,North,1.2,0.43,0.07000000000000002,0.36,0.04000000000000001,24.000000000000007,8.96
2,2000,North,1.69,0.46,0.07000000000000002,0.39,0.04999999999999999,21.999999999999996,11.579999999999997
2,2001,North,0.98,0.6,0.19,0.41,0.06,37.99999999999999,9.72
2,2002,North,1.44,0.6300000000000001,0.17000000000000004,0.46,0.06,34,9
2,2003,North,1.33,0.3999999999999999,0.1,0.29999999999999993,0.02,51.999999999999986,10.560000000000002
2,2004,North,1.09,0.61,0.20000000000000004,0.41,0.06,41.99999999999999,10.37
2,2005,North,0.76,0.6299999999999999,0.14,0.48999999999999994,0.06,51.999999999999986,12.019999999999998
2,2006,North,2.39,0.31000000000000005,0.07999999999999999,0.23000000000000004,0.02999999999999999,56.00000000000001,10.72
2,2007,North,1.31,0.67,0.23000000000000004,0.44,0.04999999999999999,56.00000000000001,11.17
2,2008,North,1.4,0.8681409769947381,0.1,0.7681409769947382,0.06,21.999999999999996,9.410000000000002
2,2009,North,1.46,0.8110372986563081,0.27,0.5410372986563081,0.08999999999999998,63.999999999999986,10.52
2,2010,North,0.94,0.54,0.13000000000000003,0.41,0.06,28,11.22
2,2011,North,1.42,0.52,0.14,0.38,0.04999999999999999,63.999999999999986,10.72
2,2012,North,1.38,0.666163735390083,0.14,0.526163735390083,0.06,32,11.329999999999998
2,2013,North,2,0.5700000000000001,0.17000000000000004,0.4,0.04999999999999999,46.00000000000001,10.48
2,2014,North,1.36,1.0029410610802805,0.19,0.8129410610802805,0.07000000000000002,88,9.75
2,2015,North,1.9,0.7,0.22000000000000003,0.48,0.06,24.000000000000007,13.710000000000004
2,2016,North,1.29,0.5499999999999999,0.11999999999999998,0.43,0.02999999999999999,34,10.57
2,2017,North,7.21,0.3499999999999999,0.04999999999999999,0.29999999999999993,0.07999999999999999,20,11.499999999999998
2,2018,North,2.35,0.6570075933584957,0.13000000000000003,0.5270075933584957,0.07000000000000002,51.999999999999986,11.779999999999998
2,2019,North,1.1,0.54,0.1,0.44,0.07500000000000001,47.99999999999999,9.6
2,2020,North,2.46,0.6,0.13000000000000003,0.4699999999999999,0.05800000000000001,39.99999999999999,11.329999999999998
3,1995,North,1.19,0.25,0.04000000000000001,0.21,0.02999999999999999,24.000000000000007,11.919999999999998
3,1996,North,2.28,0.33999999999999997,0.04000000000000001,0.29999999999999993,0.04000000000000001,24.000000000000007,13.520000000000003
3,1997,North,1.71,0.42000000000000004,0.1,0.32,0.04000000000000001,60.000000000000014,14.729999999999997
3,1998,North,1.4461515684216073,0.4,0.06,0.34,0.04999999999999999,36,11.529999999999998
3,1999,North,3.1,0.14999999999999997,0.02999999999999999,0.11999999999999998,0.02,36,9.529999999999998
3,2000,North,2.56,0.20000000000000004,0.02999999999999999,0.17000000000000004,0.02999999999999999,41.99999999999999,14.660000000000004
3,2001,North,2.07,0.45999999999999996,0.11,0.35,0.04999999999999999,24.000000000000007,15.540000000000004
3,2002,North,1.75,0.56,0.13000000000000003,0.43,0.04999999999999999,36,13.580000000000002
3,2003,North,2.97,0.44,0.11999999999999998,0.32,0.02999999999999999,51.999999999999986,14.24
3,2004,North,4.94,0.28,0.04999999999999999,0.23000000000000004,0.04000000000000001,51.999999999999986,16.33
3,2005,North,1.72,0.53,0.13000000000000003,0.4,0.06,63.999999999999986,15.43
3,2006,North,6.3,0.20000000000000004,0.02999999999999999,0.17000000000000004,0.02999999999999999,36,10.880000000000004
3,2007,North,1.86,0.38,0.1,0.27999999999999997,0.02999999999999999,66,14.149999999999997
3,2008,North,1.27,0.8228126778936163,0.1,0.7228126778936164,0.07000000000000002,24.000000000000007,13.699999999999998
3,2009,North,1,0.53,0.14,0.39,0.07999999999999999,44.00000000000001,14.070000000000002
3,2010,North,1.01,0.45999999999999996,0.1,0.36,0.04999999999999999,32,11.93
3,2011,North,1.61,0.36999999999999994,0.08999999999999998,0.27999999999999997,0.04000000000000001,76,12.610000000000005
3,2012,North,1.54,0.5980323443444306,0.11999999999999998,0.4780323443444307,0.06,39.99999999999999,12.689999999999996
3,2013,North,30.54,0.39,0.07000000000000002,0.32,0.04000000000000001,47.99999999999999,14.780000000000005
3,2014,North,1.72,1.0147012872064674,0.17999999999999997,0.8347012872064673,0.07999999999999999,44.00000000000001,15.200000000000005
3,2015,North,9.87,0.6124113596903723,0.11,0.5024113596903723,0.07999999999999999,39.99999999999999,16.06
3,2016,North,4.19,0.5900000000000001,0.13000000000000003,0.46,0.04999999999999999,67.99999999999999,15.420000000000003
3,2017,North,1.5,0.36,0.04999999999999999,0.31,0.04999999999999999,32,10.85
3,2018,North,7.660000000000001,0.6499999999999999,0.16,0.48999999999999994,0.07000000000000002,51.999999999999986,11.89
3,2019,North,1.5,0.33,0.06,0.27,0.062,24.000000000000007,11.499999999999998
3,2020,North,4.140000000000001,0.5800000000000001,0.13000000000000003,0.45,0.06900000000000002,63.999999999999986,13.310000000000002
4,1995,North,3.2900000000000005,0.20999999999999996,0.02999999999999999,0.17999999999999997,0.02999999999999999,37.99999999999999,14.47
4,1996,North,2.87,0.29,0.04999999999999999,0.24,0.04000000000000001,63.999999999999986,15.67
4,1997,North,2.56,0.4,0.06,0.34,0.04999999999999999,37.99999999999999,17.470000000000002
4,1998,North,3.3499999999999996,0.33,0.06,0.27,0.04000000000000001,57.00000000000001,16.18
4,1999,North,2.53,0.33999999999999997,0.1,0.24,0.02999999999999999,47.99999999999999,11.77
4,2000,North,3.4300000000000006,0.38,0.11999999999999998,0.26,0.04000000000000001,39.99999999999999,16.689999999999998
4,2001,North,3.5199999999999996,0.56,0.16,0.4,0.04000000000000001,45,17.09
4,2002,North,4.16,0.44999999999999996,0.08999999999999998,0.36,0.04000000000000001,32,15.870000000000005
4,2003,North,5.360000000000001,0.43999999999999995,0.08999999999999998,0.35,0.04000000000000001,39.99999999999999,15.610000000000005
4,2004,North,4.5200000000000005,0.28,0.07999999999999999,0.20000000000000004,0.04000000000000001,51.999999999999986,15.95
4,2005,North,1.89,0.39999999999999997,0.11999999999999998,0.27999999999999997,0.04999999999999999,60.000000000000014,15.629999999999995
4,2006,North,3.390000000000001,0.15000000000000002,0.02,0.13000000000000003,0.02999999999999999,47.99999999999999,14.46
4,2007,North,3.640000000000001,0.55,0.1,0.45,0.04999999999999999,47.99999999999999,16.070000000000004
4,2008,North,7.480000000000001,0.6985719146362757,0.07999999999999999,0.6185719146362757,0.06,29.999999999999996,15.870000000000005
4,2009,North,2.81,0.53,0.13000000000000003,0.4,0.07999999999999999,39.99999999999999,15.21
4,2010,North,3.2999999999999994,0.52,0.13000000000000003,0.39,0.06,63.999999999999986,14.429999999999996
4,2011,North,3.72,0.13,0.02999999999999999,0.1,0.02,67.99999999999999,13.580000000000002
4,2012,North,2.07,0.43999999999999995,0.08999999999999998,0.35,0.04999999999999999,44.00000000000001,14.590000000000003
4,2013,North,7.17,0.37,0.06,0.31,0.04000000000000001,24.000000000000007,16.609999999999996
4,2014,North,5.34,0.9429410610802805,0.13000000000000003,0.8129410610802805,0.07999999999999999,36,16.78
4,2015,North,1.21,0.5499999999999999,0.11999999999999998,0.43,0.06,56.00000000000001,17.269999999999996
4,2016,North,4.24,0.42,0.14,0.27999999999999997,0.06,32,17.060000000000002
4,2017,North,2.42,0.28,0.04999999999999999,0.23000000000000004,0.04000000000000001,83.99999999999999,14.699999999999998
4,2018,North,1.79,0.37,0.11,0.26,0.06,88,16.03
4,2019,North,2.07,0.24299999999999997,0.06,0.18299999999999997,0.02,80,15.13
4,2020,North,1.956706887580938,0.6262496133584964,0.11138581256740868,0.5148638007910877,0.06289477636260189,67.37442682629417,16.159070177965216
5,1995,North,5.000000000000001,0.08,0.02,0.06,0.02,39.99999999999999,13.48
5,1996,North,2.17,0.29000000000000004,0.04000000000000001,0.25,0.04000000000000001,56.00000000000001,19.500000000000004
5,1997,North,2.18,0.49934563580901137,0.04999999999999999,0.4493456358090114,0.04000000000000001,29.999999999999996,21.449999999999996
5,1998,North,1.57,0.3,0.04999999999999999,0.25,0.04000000000000001,36.99999999999999,15.43
5,1999,North,2.92,0.35,0.08999999999999998,0.26,0.04000000000000001,36,16.399999999999995
5,2000,North,3.4500000000000006,0.30000000000000004,0.07000000000000002,0.23000000000000004,0.04000000000000001,37.99999999999999,16.03
5,2001,North,5.76,0.43,0.06,0.37,0.07000000000000002,34,19.71
5,2002,North,9.44,0.4,0.06,0.34,0.04999999999999999,21.999999999999996,16.66
5,2003,North,3.7,0.21000000000000005,0.04000000000000001,0.17000000000000004,0.04000000000000001,41.99999999999999,16.7
5,2004,North,3.1,0.35999999999999993,0.06,0.29999999999999993,0.06,29.999999999999996,19.79
5,2005,North,1.77,0.2700000000000001,0.07000000000000002,0.20000000000000004,0.04000000000000001,49.999999999999986,17.5
5,2006,North,1.92,0.19,0.04999999999999999,0.14,0.02999999999999999,54.00000000000001,18.63
5,2007,North,1.78,0.5874359679827827,0.06,0.5274359679827827,0.06,39.99999999999999,18.850000000000005
5,2008,North,3.359999999999999,0.54,0.07999999999999999,0.46,0.06,21.999999999999996,17.829999999999995
5,2009,North,3.24,0.31,0.04999999999999999,0.26,0.06,39.99999999999999,19.89
5,2010,North,5.19,0.29,0.04999999999999999,0.24,0.04000000000000001,58.00000000000001,17.079999999999995
5,2011,North,3.92,0.13,0.02999999999999999,0.1,0.02,88,16.689999999999998
5,2012,North,4.06,0.28,0.04000000000000001,0.24,0.04000000000000001,51.999999999999986,18.72
5,2013,North,3.08,0.54,0.08999999999999998,0.45,0.07000000000000002,24.000000000000007,19.930000000000003
5,2014,North,1.76,0.8052270484576691,0.06,0.7452270484576692,0.1,24.000000000000007,18.19
5,2015,North,1.4,0.6340982386353633,0.1,0.5340982386353633,0.1,24.000000000000007,17.829999999999995
5,2016,North,57.34,0.18000000000000005,0.01,0.17000000000000004,0.04000000000000001,28,18.74
5,2017,North,2.54,0.18,0.06,0.11999999999999998,0.04999999999999999,76,17.18
5,2018,North,4,0.46,0.07000000000000002,0.39,0.06,51.999999999999986,17.959999999999997
5,2019,North,1.88,0.23199999999999998,0.07999999999999999,0.152,0.045,67.99999999999999,17.949999999999996
5,2020,North,1.493786133215153,0.6035430470034985,0.1183975311552544,0.4851455158482441,0.07782654888466077,51.370835943784655,18.34213142135963
6,1995,North,2.01,0.19,0.04000000000000001,0.15,0.02999999999999999,60.000000000000014,19.449999999999996
6,1996,North,1.81,0.23000000000000004,0.06,0.17000000000000004,0.04000000000000001,44.00000000000001,21.469999999999995
6,1997,North,2.53,0.5099999999999999,0.04000000000000001,0.4699999999999999,0.06,63.999999999999986,21.51
6,1998,North,1.59,0.19999999999999998,0.04999999999999999,0.15,0.02999999999999999,41.00000000000001,18.749999999999996
6,1999,North,3.18,0.39,0.07999999999999999,0.31,0.04000000000000001,38.99999999999999,17.780000000000005
6,2000,North,3.12,0.43999999999999995,0.02999999999999999,0.41,0.04999999999999999,24.000000000000007,19.069999999999997
6,2001,North,4.16,0.4974689998835843,0.04000000000000001,0.45746899988358425,0.07000000000000002,36,21.98
6,2002,North,4.93,0.5299999999999999,0.04000000000000001,0.48999999999999994,0.06,24.000000000000007,21.85
6,2003,North,2.72,0.25,0.04999999999999999,0.20000000000000004,0.06,29.999999999999996,19.300000000000004
6,2004,North,1.69,0.52,0.06,0.46,0.07000000000000002,39.99999999999999,20.51
6,2005,North,2.41,0.25,0.07000000000000002,0.17999999999999997,0.04999999999999999,69.99999999999999,19.69
6,2006,North,2.61,0.3,0.06,0.24,0.06,39.99999999999999,23.109999999999996
6,2007,North,2.1,0.56273190464037115,0.04999999999999999,0.5127319046403712,0.07000000000000002,32,18.850000000000005
6,2008,North,3.18,0.5707454347374818,0.06,0.5107454347374819,0.07999999999999999,60.000000000000014,19.46
6,2009,North,4.900000000000001,0.37,0.04999999999999999,0.32,0.06,39.99999999999999,19.7
6,2010,North,2.82,0.22,0.06,0.16,0.02999999999999999,58.00000000000001,19.609999999999996
6,2011,North,1.46,0.2,0.06,0.14,0.02999999999999999,92,16.679999999999996
6,2012,North,1.85,0.49,0.07000000000000002,0.42,0.06,47.99999999999999,20.379999999999995
6,2013,North,2.16,0.4474746607529561,0.02999999999999999,0.41747466075295614,0.07000000000000002,24.000000000000007,20.379999999999995
6,2014,North,1.45,0.6668675360787792,0.04000000000000001,0.6268675360787792,0.1,47.99999999999999,20.39
6,2015,North,3.390000000000001,0.6122442188505437,0.06,0.5522442188505436,0.1,49.999999999999986,20.87
6,2016,North,4.59,0.32,0.06,0.26,0.06,24.000000000000007,20.12
6,2017,North,2.5,0.18431381128310892,0.06,0.12431381128310892,0.04000000000000001,83.99999999999999,19.47
6,2018,North,2.61,0.46,0.06,0.4,0.07999999999999999,44.00000000000001,21.26
6,2019,North,1.4,0.16399999999999998,0.01399999999999999,0.15,0.04999999999999999,83.99999999999999,20.65
6,2020,North,1.7,0.42,0.04999999999999999,0.37,0.093,36,20.589999999999996
7,1995,North,2.13,0.16999999999999998,0.04999999999999999,0.11999999999999998,0.04000000000000001,44.00000000000001,21.620000000000005
7,1996,North,2.69,0.27,0.04000000000000001,0.23000000000000004,0.04000000000000001,36,21.610000000000003
7,1997,North,2.52,0.32,0.04999999999999999,0.27,0.06,32,22.05
7,1998,North,2.58,0.27,0.04000000000000001,0.23000000000000004,0.04999999999999999,41.00000000000001,23.800000000000004
7,1999,North,2.6,0.33999999999999997,0.06,0.27999999999999997,0.04999999999999999,24.000000000000007,22.110000000000003
7,2000,North,2.75,0.39,0.04000000000000001,0.35,0.07000000000000002,29.999999999999996,20.499999999999996
7,2001,North,1.58,0.51,0.06,0.45,0.08999999999999998,37.99999999999999,20.640000000000004
7,2002,North,2.12,0.53,0.04999999999999999,0.48,0.08999999999999998,36,21.949999999999992
7,2003,North,2.58,0.29000000000000004,0.04000000000000001,0.25,0.06,44.00000000000001,23.330000000000005
7,2004,North,1.48,0.47,0.04999999999999999,0.42,0.07000000000000002,39.99999999999999,21.289999999999996
7,2005,North,3.4500000000000006,0.28,0.04000000000000001,0.24,0.06,47.99999999999999,22.97
7,2006,North,1.99,0.30999999999999994,0.02999999999999999,0.27999999999999997,0.04999999999999999,32,23.749999999999996
7,2007,North,1.43,0.45999999999999996,0.04999999999999999,0.41,0.07000000000000002,41.99999999999999,21.379999999999995
7,2008,North,1.57,0.5059412214032787,0.04000000000000001,0.4659412214032787,0.07999999999999999,49.999999999999986,22.410000000000007
7,2009,North,2.71,0.35,0.06,0.29,0.06,44.00000000000001,22.100000000000005
7,2010,North,3.31,0.26,0.02999999999999999,0.23000000000000004,0.04999999999999999,39.99999999999999,20.9
7,2011,North,3.28,0.18000000000000002,0.04000000000000001,0.14,0.04000000000000001,72,22.4
7,2012,North,5.140000000000001,0.31999999999999995,0.02999999999999999,0.29,0.04999999999999999,39.99999999999999,22.130000000000003
7,2013,North,2.81,0.3299999999999999,0.02999999999999999,0.29999999999999993,0.06,60.000000000000014,21.22
7,2014,North,0.87,0.49,0.02999999999999999,0.46,0.1,67.99999999999999,21.700000000000003
7,2015,North,2.82,0.52,0.04000000000000001,0.48,0.1,47.99999999999999,20.95
7,2016,North,3.83,0.22000000000000003,0.04999999999999999,0.17000000000000004,0.02999999999999999,56.00000000000001,22.229999999999997
7,2017,North,24.93,0.09000000000000002,0.02,0.07000000000000002,0.04999999999999999,47.99999999999999,22.89
7,2018,North,2.94,0.43,0.07000000000000002,0.36,0.08999999999999998,47.99999999999999,21.8
7,2019,North,2.79,0.251,0.028,0.223,0.062,47.99999999999999,21.97
7,2020,North,2.12,0.25900000000000006,0.004,0.25500000000000006,0.07500000000000001,83.99999999999999,22.530000000000005
8,1995,North,2.33,0.23000000000000004,0.02999999999999999,0.20000000000000004,0.04999999999999999,32,22.460000000000008
8,1996,North,2.18,0.18,0.02999999999999999,0.15,0.04999999999999999,46.00000000000001,22.5
8,1997,North,1.68,0.17,0.02999999999999999,0.14,0.04999999999999999,39.99999999999999,21.46
8,1998,North,3.73,0.26,0.04000000000000001,0.22000000000000003,0.04999999999999999,37.99999999999999,23.459999999999997
8,1999,North,2.5,0.26,0.04999999999999999,0.21,0.04999999999999999,28,20.460000000000004
8,2000,North,1.31,0.27999999999999997,0.02999999999999999,0.25,0.06,24.000000000000007,21.57
8,2001,North,1.77,0.41000000000000003,0.07000000000000002,0.34,0.07999999999999999,44.00000000000001,20.28
8,2002,North,1.72,0.38,0.04999999999999999,0.33,0.07999999999999999,37.99999999999999,21.19
8,2003,North,2.66,0.26,0.06,0.20000000000000004,0.04999999999999999,34,21.440000000000005
8,2004,North,1.71,0.32,0.04999999999999999,0.27,0.07000000000000002,60.000000000000014,21.24
8,2005,North,1.86,0.3299999999999999,0.02999999999999999,0.29999999999999993,0.06,49.999999999999986,22.249999999999996
8,2006,North,2.67,0.26,0.04000000000000001,0.22000000000000003,0.04999999999999999,29.999999999999996,21.2
8,2007,North,1.79,0.35,0.07000000000000002,0.27999999999999997,0.06,65.00000000000001,22.30999999999999
8,2008,North,1.22,0.37,0.02999999999999999,0.34,0.06,83.99999999999999,20.760000000000005
8,2009,North,1.07,0.19,0.02999999999999999,0.16,0.02999999999999999,60.000000000000014,21.56
8,2010,North,3.859999999999999,0.25000000000000006,0.02,0.23000000000000004,0.04000000000000001,47.99999999999999,19.89
8,2011,North,5.160000000000001,0.22999999999999998,0.02,0.21,0.04000000000000001,67.99999999999999,20.87
8,2012,North,3.92,0.21999999999999997,0.04000000000000001,0.17999999999999997,0.04999999999999999,36,21.589999999999996
8,2013,North,2.7,0.27,0.04000000000000001,0.23000000000000004,0.08999999999999998,44.00000000000001,21.14
8,2014,North,2,0.405,0.00499999999999999,0.4,0.1,39.99999999999999,21.08
8,2015,North,2.51,0.37,0.01,0.36,0.1,67.99999999999999,20.85
8,2016,North,4.460000000000001,0.22,0.02999999999999999,0.19,0.06,39.99999999999999,21.149999999999995
8,2017,North,2.45,0.31,0.04999999999999999,0.26,0.07000000000000002,56.00000000000001,22.130000000000003
8,2018,North,2.02,0.37399999999999994,0.09399999999999996,0.27999999999999997,0.07999999999999999,67.99999999999999,21.700000000000003
8,2019,North,3.97,0.24399999999999997,0.033,0.21099999999999997,0.06500000000000002,56.00000000000001,22.51
8,2020,North,3.94,0.18000000000000002,0.023,0.15700000000000003,0.073,80,21.440000000000005
9,1995,North,3.3499999999999996,0.2,0.04000000000000001,0.16,0.04999999999999999,63.999999999999986,21.48
9,1996,North,0.85,0.26,0.04000000000000001,0.22000000000000003,0.06,39.99999999999999,19.47
9,1997,North,1.54,0.29,0.02999999999999999,0.26,0.07000000000000002,44.00000000000001,22.17
9,1998,North,3.07,0.23,0.04000000000000001,0.19,0.04000000000000001,33,21.18
9,1999,North,2.1,0.35,0.06,0.29,0.07000000000000002,36,17.899999999999995
9,2000,North,2.26,0.32999999999999996,0.04999999999999999,0.27999999999999997,0.06,35,20.710000000000004
9,2001,North,1.19,0.44999999999999996,0.04000000000000001,0.41,0.08999999999999998,34,20.12
9,2002,North,0.99,0.30000000000000004,0.04000000000000001,0.26,0.06,46.00000000000001,19.590000000000003
9,2003,North,1.93,0.31000000000000005,0.04000000000000001,0.27,0.06,32,21.410000000000004
9,2004,North,1.07,0.33999999999999997,0.04999999999999999,0.29,0.07000000000000002,69.99999999999999,20.160000000000004
9,2005,North,1.54,0.31,0.06,0.25,0.06,56.00000000000001,19.640000000000004
9,2006,North,1.38,0.32,0.04999999999999999,0.27,0.04999999999999999,32,20.55
9,2007,North,2.02,0.37,0.06,0.31,0.06,72,19.72
9,2008,North,2.17,0.43,0.06,0.37,0.07999999999999999,76,22.82
9,2009,North,1.44,0.29,0.04999999999999999,0.24,0.06,90.00000000000001,21.75999999999999
9,2010,North,2.51,0.26999999999999996,0.02999999999999999,0.24,0.04999999999999999,67.99999999999999,19.78
9,2011,North,4.27,0.24000000000000005,0.04000000000000001,0.20000000000000004,0.04999999999999999,63.999999999999986,21.32
9,2012,North,2.08,0.31999999999999995,0.04000000000000001,0.27999999999999997,0.06,56.00000000000001,20.06
9,2013,North,1.56,0.37,0.04999999999999999,0.32,0.07999999999999999,39.99999999999999,19.840000000000003
9,2014,North,2.84,0.42,0.02999999999999999,0.39,0.1,69.99999999999999,21.359999999999996
9,2015,North,1.4,0.443,0.003,0.44,0.1,63.999999999999986,21.160000000000004
9,2016,North,1.67,0.38,0.07000000000000002,0.31,0.07999999999999999,44.00000000000001,19.180000000000003
9,2017,North,1.9,0.35,0.06,0.29,0.07000000000000002,56.00000000000001,23.270000000000007
9,2018,North,2.01,0.32,0.06,0.26,0.08800000000000001,56.00000000000001,20.35
9,2019,North,2.3,0.24,0.01699999999999999,0.223,0.076,47.99999999999999,21.98
9,2020,North,1.13,0.274,0.06,0.214,0.08500000000000002,123.99999999999994,20.93
