"Year","Month","Region","Flow","Chlorophyll","DIN","DissAmmonia","DissNitrateNitrite","DissOrthophos","Secchi","Temperature","BayStudy_MidwaterTrawl_fish_catch_per_tow_AmericanShad","BayStudy_MidwaterTrawl_fish_catch_per_tow_PacificHerring","BayStudy_MidwaterTrawl_fish_catch_per_tow_ThreadfinShad","BayStudy_MidwaterTrawl_fish_catch_per_tow_NorthernAnchovy","BayStudy_MidwaterTrawl_fish_catch_per_tow_DeltaSmelt","BayStudy_MidwaterTrawl_fish_catch_per_tow_StripedBass_age0","BayStudy_MidwaterTrawl_fish_catch_per_tow_StripedBass_age1above","BayStudy_MidwaterTrawl_fish_catch_per_tow_LongfinSmelt","BayStudy_MidwaterTrawl_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_catch_per_tow_Marine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_catch_per_tow_AmericanShad","BayStudy_OtterTrawl_fish_catch_per_tow_PacificHerring","BayStudy_OtterTrawl_fish_catch_per_tow_ThreadfinShad","BayStudy_OtterTrawl_fish_catch_per_tow_NorthernAnchovy","BayStudy_OtterTrawl_fish_catch_per_tow_DeltaSmelt","BayStudy_OtterTrawl_fish_catch_per_tow_StripedBass_age0","BayStudy_OtterTrawl_fish_catch_per_tow_StripedBass_age1above","BayStudy_OtterTrawl_fish_catch_per_tow_LongfinSmelt","BayStudy_OtterTrawl_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_catch_per_tow_Marine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_biomass_AmericanShad","BayStudy_MidwaterTrawl_fish_biomass_PacificHerring","BayStudy_MidwaterTrawl_fish_biomass_ThreadfinShad","BayStudy_MidwaterTrawl_fish_biomass_NorthernAnchovy","BayStudy_MidwaterTrawl_fish_biomass_DeltaSmelt","BayStudy_MidwaterTrawl_fish_biomass_StripedBass_age0","BayStudy_MidwaterTrawl_fish_biomass_StripedBass_age1above","BayStudy_MidwaterTrawl_fish_biomass_LongfinSmelt","BayStudy_MidwaterTrawl_fish_biomass_Estuarine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_biomass_Marine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_biomass_AmericanShad","BayStudy_OtterTrawl_fish_biomass_PacificHerring","BayStudy_OtterTrawl_fish_biomass_ThreadfinShad","BayStudy_OtterTrawl_fish_biomass_NorthernAnchovy","BayStudy_OtterTrawl_fish_biomass_DeltaSmelt","BayStudy_OtterTrawl_fish_biomass_StripedBass_age0","BayStudy_OtterTrawl_fish_biomass_StripedBass_age1above","BayStudy_OtterTrawl_fish_biomass_LongfinSmelt","BayStudy_OtterTrawl_fish_biomass_Estuarine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_biomass_Marine_pelagic_forage_fishes","DJFMP_fish_catch_per_seine_Silverside","DJFMP_fish_catch_per_seine_LargemouthBass","DJFMP_fish_biomass_Silverside","DJFMP_fish_biomass_LargemouthBass","DJFMP_fish_catch_per_seine_Centrarchids","DJFMP_fish_biomass_Centrarchids","Cladoceran_BPUE","Herbivorous_Copepods_BPUE","Mysids_BPUE","Predatory_Copepods_BPUE","Rotifers_BPUE","Cladoceran_CPUE","Herbivorous_Copepods_CPUE","Mysids_CPUE","Predatory_Copepods_CPUE","Rotifers_CPUE","Cladoceran_JPUE","Herbivorous_Copepods_JPUE","Mysids_JPUE","Predatory_Copepods_JPUE","Rotifers_JPUE","Corbicula_cpue","Potamocorbula_cpue","Amphipoda_cpue"
2002,2,"North",14945.3214285714,1.44,0.63,0.17,0.46,0.0600000000000001,34,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0416666666667,0,102902.958822137,0,0.3125,21555.3659499877,742.894,1254.34931,582.680851156212,1338.90202,3317.1612,403.23,7022.67,2.71,485.02,26519.41,15333.4166994338,32104.114678581,12021.9977627997,33430.9108359197,64593.520981836,512.019230769231,14.4230769230769,282.359467455621
2002,3,"North",17892.0322580645,1.75,0.56,0.13,0.43,0.05,36,13.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8541666666667,0,44544.873590593,0,0,0,106.492,1905.00246,901.95143968912,730.0058,1056.1784,103.65,3989.94,10.36,249.01,8426.96,2431.47836479192,50058.7055843493,18609.2578271283,17732.8648974727,20566.465579352,2163.46153846154,0,535.133136094675
2002,4,"North",11415.9666666667,4.16,0.45,0.09,0.36,0.04,32,15.87,0.166666666666667,0,0,0,0,0,2.16666666666667,0.333333333333333,0.5,0,0,0,0,0,0,3,0.166666666666667,0,3,0,1257.56929866474,0,0,0,0,0,2651167.39491837,4827.18093088125,6084.75022954599,0,0,0,0,0,0,47510.7468959979,381446.584370061,0,47510.7468959979,0,30.5708333333333,0,47679.3654666077,0,0,0,532.762,5403.46405,4565.26190550772,288.39356,1781.5536,488.89,18315.83,22.32,86.67,14378.1,12013.2806939589,136692.460572231,94191.4742962687,6630.51572628989,34691.355922608,906.25,2.40384615384615,338.572485207101
2002,5,"North",9684.96774193548,9.44,0.4,0.06,0.34,0.05,22,16.66,0.666666666666667,0,0,0,0.333333333333333,0,0,0,1,0,0,0,0,0,0,0,1.5,0.166666666666667,0.166666666666667,0,17366.351857821,0,0,0,1088.39966447351,0,0,0,18454.7515222945,0,0,0,0,0,0,0,30787.5835207712,81.3970443941813,81.3970443941813,0,6.5,0.125,12188.8231960118,12225.6244778299,0.125,12225.6244778299,82.87,7816.4967,3935.44135971689,461.8656,160.0004,28.24,10725.34,24.44,137.46,571.43,1625.19920793496,198607.459759313,81196.8801244539,10575.816983424,3115.612589012,1112.98076923077,4.80769230769231,2240.38461538462
2002,6,"North",7311.46666666667,4.93,0.53,0.04,0.49,0.0600000000000001,24,21.85,0.166666666666667,0,0,0,0.5,0,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0,1,0,5884.47329479785,0,0,0,1924.41313229167,0,16616.8994758284,0,7808.88642708952,0,0,0,0,0,126.230146240596,188.816715390644,7486.37928043201,0,315.04686163124,0,3.5,0.0625,1199.39674999986,41.633273190315,0.0625,41.633273190315,0,35425.85198,8282.90295387311,237.7872,0,0,25053.2,43.64,70.77,0,0,899192.639447018,170894.651134251,5444.860817088,0,632.211538461539,4.80769230769231,1372.59615384615
2002,7,"North",10033.6774193548,2.12,0.53,0.05,0.48,0.0900000000000001,36,21.95,16.6666666666667,0,0,0,1.66666666666667,0,0.333333333333333,0,18.3333333333333,0,0,0,0,0,0.666666666666667,1.16666666666667,0.5,0,1.83333333333333,0,25743.6804571618,0,0,0,8674.4853572423,0,65660.5614538294,0,34418.1658144042,0,0,0,0,0,255.721929094353,446.124762853684,24478.7726789047,0,701.846691948037,0,274.5,0,54507.0443235165,0,0,0,0,15794.41188,6038.12167714251,968.9804,488.3732,0,83318.39,49.03,920.07,1744.19,0,393793.394286032,124579.836715208,24374.8837940241,9509.861788196,656.25,12.0192307692308,465.421597633136
2002,8,"North",9000.87096774194,1.72,0.38,0.05,0.33,0.0800000000000001,38,21.19,22.6666666666667,0,0,0,0.166666666666667,0,0,0,22.8333333333333,0,0,0,0,0,0,3.66666666666667,0.333333333333333,0,3.66666666666667,0,46098.6518372342,0,0,0,846.83854740307,0,0,0,46945.4903846372,0,0,0,0,0,0,10137.8952022152,22109.5017562603,0,10137.8952022152,0,304.2,0.05,100082.773793558,3725.83469370822,0.05,3725.83469370822,0,14158.12103,4150.58012113731,1402.0494,0,0,89479.53,50.41,525.9,0,0,351751.553002525,85635.6697351912,35584.5083130611,0,3903.84615384615,0,345.044378698225
2002,9,"North",6950.03333333333,0.99,0.3,0.04,0.26,0.0600000000000001,46,19.59,19.0833333333333,0,2.25,0,1.08333333333333,0.166666666666667,0.0833333333333333,0,22.5833333333333,0,0,0,0,0,0.5,2.75,0.583333333333333,0.25,3.5,0,83817.3770506969,0,7092.35697421334,0,2745.34061937436,956.306328519183,5878.46783398004,0,94611.3809728038,0,0,0,0,0,943.788270483002,17171.7576398898,57789.4135503293,183.350998542053,18298.8969089148,0,192.729166666667,0,88196.3171115446,0,0,0,0,26137.44702,2884.67420780851,5633.41858,22.7272,0,136189.41,29.18,2000.81,568.18,0,651745.815369951,59517.2242298083,142978.150620772,442.556083816,1468.75,165.865384615385,455.991124260355
2002,10,"North",5237.16129032258,1.61,0.45,0.06,0.39,0.0800000000000001,30,17.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.916666666667,0,131644.363985573,0,0,0,0,5793.80319,2521.3100504945,2910.44554,137.1432,0,40720.98,20.53,1091.69,1142.86,0,144130.435095476,52020.2160860836,73868.1343987177,2670.525076296,1302.88461538462,221.153846153846,387.758875739645
2002,11,"North",6794.1,0.97,0.38,0.1,0.28,0.04,36,14.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.5,0,152672.674950614,0,0.1875,3946.13634624488,17.862,7215.77565,2425.54280306126,6934.86042,89.3944,29.77,34692.97,13.47,2598.94,1123.74,470.90055012,181271.525339115,50044.3254555481,175936.056768405,1740.735135832,865.384615384615,257.211538461538,455.806213017751
2002,12,"North",26106.2903225806,1.09,0.66,0.17,0.49,0.0800000000000001,58,12.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.975,0,38972.5116360322,0,0,0,15.582,2488.4587,884.878164020835,2582.0826,1302.0648,25.97,16735.75,3.19,967.94,10850.54,410.79231732,62005.5022872457,18256.9982986395,65515.4842804428,25354.495879944,1300.48076923077,146.634615384615,449.519230769231
2002,1,"South",-362.193548387097,0.715,0.93,0.125,0.805,0.0600000000000001,48.5620008424201,10.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5416666666667,0,28899.3435843653,0,0,0,1411.004,1987.90075,11.8628157561525,33.6,2550.0512,505.7,4731.5,0.05,10,17492.34,27798.4287715846,48301.9363849174,244.756188911957,769.374144,49655.948493536,887.019230769231,2.40384615384615,20.7100591715976
2002,2,"South",-2906.92857142857,1.065,0.79,0.145,0.645,0.0650000000000001,65,8.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8875,0,80514.2243675464,0,0,0,557.394,1677.77814,29.2754619211902,515.86058,3706.1152,350.65,8708.74,0.12,175.74,22991.5,11749.6463806478,42325.3928680068,604.017683133233,12523.8131467078,72167.439415456,533.653846153846,0,29.9556213017751
2002,3,"South",-953.516129032258,1.365,0.575,0.11,0.465,0.04,53,13.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.375,0,21664.546532434,0,0.0833333333333333,234.036899037098,265.932,2251.21431,35.9197694527645,195.51912,11215.9992,235.48,9094.42,0.42,59.95,68328.38,5952.96157150224,59160.9381134746,741.104477939409,4533.38867615214,218403.880901976,663.461538461539,2.40384615384615,5.73224852071006
2002,4,"South",649.866666666667,4.645,0.365,0.055,0.31,0.03,87,17.19,0.2,0,0,0,0.2,0,0.8,0,0.4,0,0.2,0,0,0,0,16.8,0.2,0,17,0,3834.43893723785,0,0,0,682.474358070159,0,362663.431075122,0,4516.91329530801,0,3179.40172440833,0,0,0,0,244175.610497632,19942.8635443343,0,247355.01222204,0,8.075,0,17075.9482586952,0,0.383333333333333,6716.86492760206,2170.702,8907.65552,125.553742651837,101.4384,15910.888,1421.89,33468.46,1.96,30.19,125474.63,46044.3780143133,229059.131259273,2590.45206355485,2322.740540736,309825.24390664,639.423076923077,0,100.406804733728
2002,5,"South",3980.87096774194,3.365,0.5,0.07,0.43,0.045,76,16.75,0.2,0,0.6,0,0,0,0.2,0,0.8,0,0,0,0,0,0,0,2.8,0,0,0,1790.0865374985,0,8408.64549728383,0,0,0,28799.3965417754,0,10198.7320347823,0,0,0,0,0,0,0,80729.3398785069,0,0,0,2.1875,0,6115.81834043641,0,0.375,5326.8336315898,5980.888,14985.58606,754.994018030566,296.1504,228.4552,7489.69,20318.21,6.99,88.14,2282.58,145004.668676799,385595.035983654,15577.2004137085,6781.263705216,4448.600735656,1028.84615384615,0,373.890532544379
2002,6,"South",406.666666666667,5.83,0.47,0.055,0.415,0.055,65,22.525,0,0,1.6,0,0,0,0,0,1.6,0,0,0,0,0,0.2,0.4,7.4,0,0.6,0,0,0,20898.9727509277,0,0,0,0,0,20898.9727509277,0,0,0,0,0,44.0260200960165,166.842323402361,209019.27221539,0,210.868343498377,0,7.16666666666667,0.208333333333333,4164.85237725487,123.542536689524,0.75,10517.6270689042,1772.472,29140.5649,2103.12287991318,246.9936,1550.562,1172.88,48687.98,16.37,73.51,8426.97,37329.3725541144,742791.388252737,43392.0876360337,5655.669332544,30193.36506186,492.788461538462,0,762.573964497042
2002,7,"South",-4001.96774193548,2.475,0.305,0.045,0.26,0.05,78,24.06,14.8,0,3.6,0,0,0.4,0.6,0,18.8,0,0,0,0,0,0,11.1837837837838,2.41621621621622,0,11.1837837837838,0,30607.1608459623,0,5649.04339535883,0,0,955.745530436347,165034.810440155,0,37211.9497717575,0,0,0,0,0,0,9671.21227762661,105824.443999677,0,9671.21227762661,0,133.583333333333,0.270833333333333,49736.2592457866,3999.29649916983,0.520833333333333,9485.99535022333,295.476,25880.94669,1165.67748956759,843.74256,318.1808,315.34,63484.92,11.4,890.16,1136.36,6049.49067096,652760.323690273,24050.5109167737,21318.1108716584,6195.785173424,449.519230769231,0,352.440828402367
2002,8,"South",-4893.09677419355,2.35,0.235,0.065,0.17,0.055,95,23.31,28,0,10.6,0,0,0,0,0,38.6,0,0,0,0.6,0,0,4,1.2,0,4.6,0,58878.5673638064,0,13476.1100632387,0,0,0,0,0,72354.677427045,0,0,0,898.32071463796,0,0,13186.3856236599,72157.4895617103,0,14084.7063382979,0,177.025,0,72774.1946605554,0,0,0,73.956,21605.14372,2076.42930416558,1206.7649,337.08,117.34,37616.52,16.12,452.65,1685.4,1891.55672376,544054.882285789,42841.3399887032,30628.118820892,6563.8004124,1110.57692307692,0,310.650887573964
2002,9,"South",-2601.03333333333,2.29,0.295,0.1,0.195,0.0600000000000001,107,22.215,2.4,0,3.4,0,0,0,0,0,5.8,0,0.6,0,0.4,0,0,22.01,2.09,0,23.01,0,12700.171052135,0,7361.43017977833,0,0,0,0,0,20061.6012319134,0,2432.79386730575,0,928.654717765541,0,0,153163.265204895,98526.2882965127,0,156524.713789967,0,73.9791666666667,0.125,33689.0019089366,4469.88445102877,0.208333333333333,6971.84167025489,407.53,25293.10462,456.449441864917,2703.08406,1192.9192,592.35,52122.53,7.77,1013.91,4585.1,9890.3465298,636289.769280929,9417.56393408585,68605.2268942684,23229.154909576,740.384615384615,0,293.269230769231
2002,10,"South",-904.645161290323,2.05,0.36,0.09,0.27,0.045,86,19.66,8.5,0,11.5,0,0,0,0,0,20,0,0,0,0,0,0,0.5,0,0,0.5,0,45616.5579707059,0,30872.8491139003,0,0,0,0,0,76489.4070846062,0,0,0,0,0,0,2435.86013462942,0,0,2435.86013462942,0,62.9875,0,60649.8118997945,0,0,0,200.282,21764.5543,153.044563038365,4123.5163,810.84,228.83,38703.58,2.67,2037.21,7876.44,4687.47585282304,545383.862289748,3157.64863527772,104320.235723165,15789.1062252,637.019230769231,0,187.684911242604
2002,11,"South",507.766666666667,0.545040653652683,0.32364281747418,0.10864281747418,0.215,0.0520572108642228,118.848488424734,15.0091940508661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.9375,0,285152.139200388,0,0,0,243.264,5448.68026,49.7350474197627,2810.92376,434.168,345.21,18251.47,0.87,1054.36,3996.86,6076.51735609464,137384.27513532,1026.14429086984,71342.2365182716,8454.34940504,490.384615384615,0,5.73224852071006
2002,12,"South",2634.70967741935,1.485,0.605,0.115,0.49,0.0600000000000001,120,11.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.770833333333,0,171503.505660025,0,0,0,92.812,4904.79167,431.025502952942,988.49672,8392.8732,125.9,17049.28,1.51,368.66,41128.35,2300.23675441312,123213.206998609,8893.01170945924,25020.5031773361,163430.475173196,930.288461538462,0,95.414201183432
2002,1,"West",38731.4193548387,0.966666666666667,0.58,0.136666666666667,0.443333333333333,0.0766666666666667,23.3333333333333,11.6033333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744.454,8377.0024,4820.88638928548,645.4788,6760.9638,346.16,40123.55,10.2,221.23,40135.6,15070.6862792457,209404.484799187,99465.5741160846,15713.3156296102,131653.070424414,0,2656.25,33.0991124260355
2002,2,"West",12029.6785714286,1.41666666666667,0.576666666666667,0.146666666666667,0.43,0.0733333333333334,41.3333333333333,9.69666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.674,26798.53362,4707.70799988888,2498.88376,10141.8944,89.65,68934.37,14.75,902.88,88295.16,3561.13878589264,666060.807883461,97130.4530263433,61847.1350976258,197488.342960832,0,1170.67307692308,63.9792899408284
2002,3,"West",16982.1290322581,5.98666666666667,0.586666666666667,0.133333333333333,0.453333333333333,0.0733333333333334,41.3333333333333,14.1033333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.55,35722.91979,3576.69361396024,2106.56768,4779.0668,21.08,85857.84,24.13,749.33,46649.07,760.71718588792,896467.608712147,73795.1187857419,52157.2122379962,93060.521635004,0,1266.82692307692,25.5177514792899
2002,4,"West",11943.2333333333,2.40666666666667,0.47,0.09,0.38,0.0633333333333334,32,15.58,1.3,0.3,0,0,0,7.2,1,0.7,9.2,0.3,0,0.2,0,0,0,2.3,0,0.1,2.4,0.2,25044.4072218601,134.790420346279,0,0,0,85582.7541733095,352579.609257282,5716.84458483209,116344.005980002,134.790420346279,0,59.7982289240852,0,0,0,17501.5598224828,0,748.360858572394,18249.9206810552,59.7982289240852,NA,NA,NA,NA,NA,NA,60.424,24791.85985,9563.81180434646,915.55036,7106.7114,47.44,77492.73,50.08,181.35,52791.27,1321.7241640816,625573.624327254,197322.640494438,22575.3335977022,138385.650937842,0,1947.11538461538,2.9585798816568
2002,5,"West",13554.2258064516,2.02666666666667,0.46,0.0733333333333333,0.386666666666667,0.0733333333333334,30,16.3533333333333,0.1,0.8,0,0.6,0,0,1.1,3.4,3.5,1.4,0,0.4,0,0,0,0,0.5,2,2,0.4,6886.89973937053,901.819198763545,0,3579.9319518503,0,0,564731.312677304,39127.7745287594,46014.6742681299,4481.75115061385,0,126.149776783855,0,0,0,0,19757.6153393898,4532.02559027802,4532.02559027802,126.149776783855,NA,NA,NA,NA,NA,NA,76.746,45140.24453,24781.863838305,427.31698,620.4268,54.02,144721.32,232.23,153.56,5165.87,1636.02515416632,1118699.27588727,511304.792376362,10630.0187359282,12081.279475804,0,6278.84615384615,16.8269230769231
2002,6,"West",7461.76666666667,1.80333333333333,0.563333333333333,0.0633333333333333,0.5,0.0766666666666667,38,20.1266666666667,0,0.8,0,3.5,0,0,0.2,0.1,0.1,4.3,0,0.1,0,0,0.3,0,1.5,0.7,1,0.1,0,1020.14077949606,0,14712.3168829343,0,0,49565.6794877113,1071.90847280688,1071.90847280688,15732.4576624304,0,25.1060975666412,0,0,119.559941029003,0,90729.5963134795,1666.72315552345,1786.28309655245,25.1060975666412,NA,NA,NA,NA,NA,NA,37.04,29009.67671,12846.594003365,947.49206,408.6044,38.84,106960.18,230.81,84.64,2286.05,859.91559604256,723782.102692482,265053.715188326,23841.7539969361,7956.561437132,0,8122.59615384615,20.3402366863905
2002,7,"West",5731.83870967742,2.24,0.586666666666667,0.0666666666666667,0.52,0.103333333333333,43.3333333333333,21.22,0,2.4,0,10.2,0.2,0,0.7,0.6,0.8,12.6,0,0,0,0,0.1,0.1,0.1,1.3,1.5,0,0,3722.47398514749,0,50585.7501725206,776.330220762559,0,91332.651516646,2472.32828463727,3248.65850539983,54308.2241576681,0,0,0,0,86.6698185694027,88.5352639075569,10285.8505106686,1182.191818152,1357.39690062896,0,NA,NA,NA,NA,NA,NA,0,45756.27737,27481.1733700483,5858.78876,160.9188,0,320503.86,249.83,8032.67,574.71,0,1133404.06648082,566997.532385457,146391.834890633,3133.496160564,0,6086.53846153846,18.6760355029586
2002,8,"West",3848.58064516129,1.94,0.486666666666667,0.06,0.426666666666667,0.1,36.6666666666667,20.83,1.5,4.6,0,127.9,0.2,0.1,0.1,0.7,2.5,132.5,0,0,0,0,0.4,0.2,0.7,1.4,2,0,5728.44220646953,9943.9363410819,0,415113.214732691,1081.38665189107,140.333993763456,6228.63224733276,1165.00682048517,8115.16967260923,425057.151073773,0,0,0,0,464.278031925645,411.18115792808,36201.9297450777,1315.97637807407,2191.43556792779,0,NA,NA,NA,NA,NA,NA,0,36860.72763,10682.4854996236,9434.73424,387.4252,0,237227.15,78.32,9111.96,1704.69,0,907915.461212425,220403.358927588,236870.346201157,7544.148829756,0,5026.44230769231,22.3742603550296
2002,9,"West",4168.93333333333,3.00333333333333,0.39,0.06,0.33,0.0800000000000001,39.3333333333333,19.4733333333333,2.2,0.8,0,0.8,0.1,0,1.6,1.5,3.8,1.6,0.1,0,0,0,0.1,0.2,0.2,0.9,1.3,0,12660.9363114988,2215.50316581435,0,5265.65395056096,121.150425657587,0,197799.137421747,3559.08680936028,16341.1735465167,7481.15711637531,1085.78658358897,0,0,0,129.051605927364,1661.85810254745,17999.4088628666,810.554988539972,3687.25128060376,0,NA,NA,NA,NA,NA,NA,0,34768.21711,10021.9680507583,19323.20166,683.4564,0,236343.29,66.72,14226.43,5695.47,0,859523.243821549,206775.419590313,487638.536498764,13308.625252692,0,6487.98076923077,86.7233727810651
2002,10,"West",4203.25806451613,1.72,0.443333333333333,0.0633333333333333,0.38,0.0966666666666667,52,18.3566666666667,0.9,0.3,0,1.8,0,0.1,0.4,0.3,1.3,2.1,0.1,0,0.1,0,0,0.6,0.3,1,1.8,0,6479.728566303,806.592106374833,0,5679.20262095837,0,617.508805624229,42453.4623810028,1097.8828876299,8195.12025955713,6485.7947273332,1546.25004110297,0,1237.13334790294,0,0,6310.59001279848,17695.1174105425,1739.30202103528,10833.2754228397,0,NA,NA,NA,NA,NA,NA,0,29739.34365,12151.8300088767,16664.0358,2097.624,0,208767.22,85.87,15934.78,17867.8,0,738864.223905,250719.193690255,419470.881030234,40846.04626872,0,5680.28846153846,99.8520710059172
2002,11,"West",7333.1,0.93,0.566666666666667,0.123333333333333,0.443333333333333,0.0833333333333334,44,15.6633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.978,54777.88541,5259.77988496735,7286.3308,4262.86,37.51,179340.94,41.36,5876.62,42782.86,780.53010624512,1400288.75493139,108520.919958881,183944.006735353,83008.6692358,0,4485.57692307692,127.773668639053
2002,12,"West",28885.8064516129,1.16333333333333,0.616666666666667,0.153333333333333,0.463333333333333,0.0800000000000001,48.6666666666667,12.7733333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39567.69166,4410.60401668201,2956.43734,4218.2428,0,67712.98,19.04,2450.08,32448.37,0,1014068.64095896,91000.5391732548,74234.140893242,82139.859470284,0,4838.94230769231,179.17899408284
2003,1,"Far West",51440.935483871,3.43,0.44,0.1,0.34,0.0800000000000001,96,12.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7816.17298,56.9408803239031,60.67938,617.1432,0,3714.73,0.23,617.36,5142.86,0,198295.020429716,1174.8165990138,1389.4388704152,12017.339476296,0,0,868.343195266272
2003,2,"Far West",29622.8571428571,2.33,0.31,0.05,0.26,0.05,136,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13703.5896,11.9073549688813,82.115,202.248,0,4598.52,0.09,164.23,1685.4,0,347801.937677786,245.675131613986,1880.2725546,3938.28024744,0,2.40384615384615,1035.68786982249
2003,3,"Far West",15779.6129032258,7.1,0.16,0.02,0.14,0.0600000000000001,90,14.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17222.9994,104.862704509741,117.95,3103.4484,0,5779.53,0.17,235.9,25862.07,0,437125.799793606,2163.55007465186,2700.823818,60431.992072452,0,38.4615384615385,298.816568047337
